survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alone,group_survival_rate,group_avg_fare,fare_zscore,age_group
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
0,1,male,40.0,0,0,27.7208,C,First,man,True,Cherbourg,True,0.36885245901639346,67.22612704918032,-0.08809987827767862,"(30, 40]"
1,1,female,35.0,1,0,146.5208,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,2.3037078131670836,"(30, 40]"
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
0,2,male,66.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(60, 100]"
0,1,male,28.0,1,0,82.1708,C,First,man,True,Cherbourg,False,0.36885245901639346,67.22612704918032,1.008145313634504,"(20, 30]"
0,1,male,42.0,1,0,52.0,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,0.40071474547758795,"(40, 50]"
1,3,male,25.0,0,0,7.2292,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.500658518765974,"(20, 30]"
0,3,male,21.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
0,3,female,18.0,2,0,18.0,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.28380934129953256,"(10, 20]"
1,3,female,14.0,1,0,11.2417,C,Third,child,False,Cherbourg,False,0.5,16.118809722222224,-0.41987460999558585,"(10, 20]"
0,3,female,40.0,1,0,9.475,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.4554436895282076,"(30, 40]"
0,2,female,27.0,1,0,21.0,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.22341015717213955,"(20, 30]"
0,3,male,25.0,0,0,7.8958,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
1,2,female,3.0,1,2,41.5792,C,Second,child,False,Cherbourg,False,0.9210526315789473,21.97012105263158,0.1909121394926757,"(0, 10]"
1,3,female,19.0,0,0,7.8792,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.4875720288717055,"(10, 20]"
0,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
0,3,male,25.0,1,0,15.5,Q,Third,man,True,Queenstown,False,0.13544668587896252,12.661632564841499,-0.33414199473902667,"(20, 30]"
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
0,3,male,25.0,2,0,21.6792,C,Third,man,True,Cherbourg,False,0.13544668587896252,12.661632564841499,-0.20973578188569775,"(20, 30]"
0,3,female,18.0,1,0,17.8,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.28783595357469205,"(10, 20]"
0,3,male,7.0,4,1,39.6875,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,0.15282642728807924,"(0, 10]"
0,3,male,21.0,0,0,7.8,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48916656733266867,"(20, 30]"
1,1,female,49.0,1,0,76.7292,C,First,woman,False,Cherbourg,False,0.967391304347826,106.69375000000001,0.8985892468519636,"(40, 50]"
1,2,female,29.0,1,0,26.0,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.12274485029315124,"(20, 30]"
0,1,male,65.0,0,1,61.9792,C,First,man,True,Cherbourg,False,0.36885245901639346,67.22612704918032,0.6016265915589479,"(60, 100]"
1,1,male,40.0,0,0,35.5,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,0.06851923277692655,"(30, 40]"
1,2,female,21.0,0,0,10.5,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.434807301618015,"(20, 30]"
0,3,male,28.5,0,0,7.2292,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.500658518765974,"(20, 30]"
1,2,female,5.0,1,2,27.75,S,Second,child,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.08751199288550533,"(0, 10]"
0,3,male,11.0,5,2,46.9,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,0.29803613246101984,"(10, 20]"
0,3,male,22.0,0,0,7.2292,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.500658518765974,"(20, 30]"
0,1,male,45.0,1,0,83.475,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,1.0344028522808193,"(40, 50]"
0,3,male,4.0,3,2,27.9,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,-0.08449203367913571,"(0, 10]"
0,1,male,40.0,0,0,27.7208,C,First,man,True,Cherbourg,True,0.36885245901639346,67.22612704918032,-0.08809987827767862,"(30, 40]"
1,3,male,25.0,1,1,15.2458,C,Third,man,True,Cherbourg,False,0.13544668587896252,12.661632564841499,-0.33925981894075447,"(20, 30]"
1,2,female,29.0,0,0,10.5,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.434807301618015,"(20, 30]"
0,3,male,19.0,0,0,8.1583,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4819528914417204,"(10, 20]"
1,3,female,17.0,4,2,7.925,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.48664993466069395,"(10, 20]"
0,3,male,26.0,2,0,8.6625,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.4718018018960432,"(20, 30]"
0,2,male,32.0,0,0,10.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.434807301618015,"(30, 40]"
0,3,female,16.0,5,2,46.9,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,0.29803613246101984,"(10, 20]"
0,2,male,21.0,0,0,73.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,0.8335755650572377,"(20, 30]"
0,3,male,26.0,1,0,14.4542,C,Third,man,True,Cherbourg,False,0.13544668587896252,12.661632564841499,-0.3551971503258359,"(20, 30]"
1,3,male,32.0,0,0,56.4958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,0.4912289628108992,"(30, 40]"
0,3,male,25.0,0,0,7.65,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4921865265390384,"(20, 30]"
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
0,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
1,2,male,0.83,0,2,29.0,S,Second,child,False,Southampton,False,0.1574074074074074,19.74178240740741,-0.06234566616575826,"(0, 10]"
1,3,female,30.0,0,0,12.475,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.3950445054008146,"(20, 30]"
0,3,male,22.0,0,0,9.0,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4650068936817115,"(20, 30]"
1,3,male,29.0,0,0,9.5,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4549403629938127,"(20, 30]"
1,3,female,21.5,0,0,7.7875,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.4894182305998661,"(20, 30]"
0,1,male,28.0,0,0,47.1,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,0.30206274473617944,"(20, 30]"
1,2,female,17.0,0,0,10.5,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.434807301618015,"(10, 20]"
1,3,female,33.0,3,0,15.85,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.32709542325749746,"(30, 40]"
0,3,male,16.0,1,3,34.375,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,0.045869538729154176,"(10, 20]"
0,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
1,1,female,23.0,3,2,263.0,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,4.648790695770894,"(20, 30]"
0,3,male,24.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
0,3,male,29.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
0,3,male,20.0,0,0,7.8542,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4880753554061005,"(10, 20]"
0,1,male,46.0,1,0,61.175,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,0.5854355836005315,"(40, 50]"
0,3,male,26.0,1,2,20.575,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.2319667082568536,"(20, 30]"
0,3,male,59.0,0,0,7.25,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5002397510893574,"(50, 60]"
0,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
0,1,male,71.0,0,0,34.6542,C,First,man,True,Cherbourg,True,0.36885245901639346,67.22612704918032,0.05149068946527694,"(60, 100]"
1,1,male,23.0,0,1,63.3583,C,First,man,True,Cherbourg,False,0.36885245901639346,67.22612704918032,0.6293920965023105,"(20, 30]"
1,2,female,34.0,0,1,23.0,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.18314403442054422,"(30, 40]"
0,2,male,34.0,1,0,26.0,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,-0.12274485029315124,"(30, 40]"
0,3,female,28.0,0,0,7.8958,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.48723782005286725,"(20, 30]"
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
0,1,male,21.0,0,1,77.2875,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,0.9098295350180712,"(20, 30]"
0,3,male,33.0,0,0,8.6542,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.47196890630546234,"(30, 40]"
0,3,male,37.0,2,0,7.925,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.48664993466069395,"(30, 40]"
0,3,male,28.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(20, 30]"
1,3,female,21.0,0,0,7.65,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.4921865265390384,"(20, 30]"
1,3,male,25.0,0,0,7.775,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48966989386706367,"(20, 30]"
0,3,male,38.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(30, 40]"
1,3,female,21.5,1,0,24.15,Q,Third,woman,False,Queenstown,False,0.5,16.118809722222224,-0.15999101383837694,"(20, 30]"
0,1,male,47.0,0,0,52.0,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,0.40071474547758795,"(40, 50]"
0,3,female,14.5,1,0,14.4542,C,Third,child,False,Cherbourg,False,0.5,16.118809722222224,-0.3551971503258359,"(10, 20]"
0,3,male,22.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
0,3,female,20.0,1,0,9.825,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.4483971180466784,"(10, 20]"
0,3,female,17.0,0,0,14.4583,C,Third,woman,False,Cherbourg,True,0.5,16.118809722222224,-0.3551146047741951,"(10, 20]"
0,3,male,21.0,0,0,7.925,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48664993466069395,"(20, 30]"
0,3,male,70.5,0,0,7.75,Q,Third,man,True,Queenstown,True,0.13544668587896252,12.661632564841499,-0.49017322040145855,"(60, 100]"
0,2,male,29.0,1,0,21.0,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,-0.22341015717213955,"(20, 30]"
0,1,male,24.0,0,1,247.5208,C,First,man,True,Cherbourg,False,0.36885245901639346,67.22612704918032,4.337147012122648,"(20, 30]"
0,3,female,2.0,4,2,31.275,S,Third,child,False,Southampton,False,0.5,16.118809722222224,-0.016542951535818605,"(0, 10]"
0,2,male,21.0,2,0,73.5,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,0.8335755650572377,"(20, 30]"
0,3,male,25.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
0,2,male,32.5,1,0,30.0708,C,Second,man,True,Cherbourg,False,0.1574074074074074,19.74178240740741,-0.040787184044554156,"(30, 40]"
1,2,female,32.5,0,0,13.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.38447464817852084,"(30, 40]"
0,1,male,54.0,0,1,77.2875,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,0.9098295350180712,"(50, 60]"
1,3,male,12.0,1,0,11.2417,C,Third,child,False,Cherbourg,False,0.13544668587896252,12.661632564841499,-0.41987460999558585,"(10, 20]"
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Queenstown,True,0.13544668587896252,12.661632564841499,-0.49017322040145855,"(20, 30]"
1,3,male,24.0,0,0,7.1417,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5024201616363563,"(20, 30]"
1,3,female,21.5,1,1,22.3583,C,Third,woman,False,Cherbourg,False,0.5,16.118809722222224,-0.19606341990539358,"(20, 30]"
0,3,male,45.0,0,0,6.975,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5057763429677017,"(40, 50]"
0,3,male,33.0,0,0,7.8958,C,Third,man,True,Cherbourg,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(30, 40]"
0,3,male,20.0,0,0,7.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.5042663633645169,"(10, 20]"
0,3,female,47.0,1,0,14.5,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.35427505611482435,"(40, 50]"
1,2,female,29.0,1,0,26.0,S,Second,woman,False,Southampton,False,0.9210526315789473,21.97012105263158,-0.12274485029315124,"(20, 30]"
0,2,male,25.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(20, 30]"
0,2,male,23.0,0,0,15.0458,C,Second,man,True,Cherbourg,True,0.1574074074074074,19.74178240740741,-0.343286431215914,"(20, 30]"
1,1,female,19.0,0,2,26.2833,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,-0.11704115400538775,"(10, 20]"
0,1,male,37.0,1,0,53.1,S,First,man,True,Southampton,False,0.36885245901639346,67.22612704918032,0.4228611129909654,"(30, 40]"
0,3,male,16.0,0,0,9.2167,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.46064405928157615,"(10, 20]"
0,1,male,24.0,0,0,79.2,C,First,man,True,Cherbourg,True,0.36885245901639346,67.22612704918032,0.9483340148992845,"(20, 30]"
0,3,female,21.5,0,2,15.2458,C,Third,woman,False,Cherbourg,False,0.5,16.118809722222224,-0.33925981894075447,"(20, 30]"
1,3,female,22.0,0,0,7.75,S,Third,woman,False,Southampton,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
1,3,female,24.0,1,0,15.85,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.32709542325749746,"(20, 30]"
0,3,male,19.0,0,0,6.75,Q,Third,man,True,Queenstown,True,0.13544668587896252,12.661632564841499,-0.5103062817772562,"(10, 20]"
0,2,male,18.0,0,0,11.5,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.41467424024221733,"(10, 20]"
0,2,male,19.0,1,1,36.75,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,0.09368555949667362,"(10, 20]"
1,3,male,27.0,0,0,7.7958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.489251126190447,"(20, 30]"
0,3,female,9.0,2,2,34.375,S,Third,child,False,Southampton,False,0.5,16.118809722222224,0.045869538729154176,"(0, 10]"
0,2,male,36.5,0,2,26.0,S,Second,man,True,Southampton,False,0.1574074074074074,19.74178240740741,-0.12274485029315124,"(30, 40]"
0,2,male,42.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(40, 50]"
0,2,male,51.0,0,0,12.525,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.39403785233202476,"(50, 60]"
1,1,female,22.0,1,0,66.6,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,0.6946574415642337,"(20, 30]"
0,3,male,55.5,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(50, 60]"
0,3,male,40.5,0,2,14.5,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.35427505611482435,"(40, 50]"
0,3,male,25.0,0,0,7.3125,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.49898143475337003,"(20, 30]"
0,1,male,51.0,0,1,61.3792,C,First,man,True,Cherbourg,False,0.36885245901639346,67.22612704918032,0.5895467547334693,"(50, 60]"
1,3,female,16.0,0,0,7.7333,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.4905094425264344,"(10, 20]"
0,3,male,30.0,0,0,8.05,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4841333019887193,"(20, 30]"
0,3,male,25.0,0,0,8.6625,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4718018018960432,"(20, 30]"
0,3,male,25.0,8,2,69.55,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,0.7540499726228369,"(20, 30]"
0,3,male,44.0,0,1,16.1,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.3220621579135481,"(40, 50]"
1,2,female,40.0,0,0,15.75,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.3291087293950773,"(30, 40]"
0,3,male,26.0,0,0,7.775,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48966989386706367,"(20, 30]"
0,3,male,17.0,0,0,8.6625,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.4718018018960432,"(10, 20]"
0,3,male,1.0,4,1,39.6875,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,0.15282642728807924,"(0, 10]"
1,3,male,9.0,0,2,20.525,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,-0.23297336132564347,"(0, 10]"
1,1,female,35.0,0,1,55.0,S,First,woman,False,Southampton,False,0.967391304347826,106.69375000000001,0.46111392960498093,"(30, 40]"
0,3,female,45.0,1,4,27.9,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.08449203367913571,"(40, 50]"
0,1,male,40.0,0,0,25.925,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,-0.12425482989633606,"(30, 40]"
0,3,male,28.0,0,0,56.4958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,0.4912289628108992,"(20, 30]"
0,1,male,61.0,0,0,33.5,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,0.02825311002533122,"(60, 100]"
0,3,male,4.0,4,1,29.125,Q,Third,child,False,Queenstown,False,0.13544668587896252,12.661632564841499,-0.05982903349378355,"(0, 10]"
1,3,female,1.0,1,1,11.1333,S,Third,child,False,Southampton,False,0.5,16.118809722222224,-0.4220570338487224,"(0, 10]"
0,3,male,21.0,0,0,7.925,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48664993466069395,"(20, 30]"
0,1,male,56.0,0,0,30.6958,C,First,man,True,Cherbourg,True,0.36885245901639346,67.22612704918032,-0.028204020684680614,"(50, 60]"
0,3,male,18.0,1,1,7.8542,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.4880753554061005,"(10, 20]"
0,3,male,25.0,3,1,25.4667,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.13348181192486414,"(20, 30]"
0,1,female,50.0,0,0,28.7125,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,-0.06813392131130011,"(40, 50]"
0,2,male,30.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(20, 30]"
0,3,male,36.0,0,0,0.0,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.6462044460638905,"(30, 40]"
0,3,female,21.5,8,2,69.55,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,0.7540499726228369,"(20, 30]"
0,2,male,30.0,0,0,15.05,C,Second,man,True,Cherbourg,True,0.1574074074074074,19.74178240740741,-0.34320187235813565,"(20, 30]"
0,3,male,9.0,4,2,31.3875,S,Third,child,False,Southampton,False,0.13544668587896252,12.661632564841499,-0.014277982131041355,"(0, 10]"
1,2,male,1.0,2,1,39.0,S,Second,child,False,Southampton,False,0.1574074074074074,19.74178240740741,0.13898494759221836,"(0, 10]"
1,3,female,4.0,0,2,22.025,S,Third,child,False,Southampton,False,0.5,16.118809722222224,-0.20277376926194698,"(0, 10]"
0,1,male,40.0,0,0,50.0,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,0.36044862272599265,"(30, 40]"
1,3,female,21.5,1,0,15.5,Q,Third,woman,False,Queenstown,False,0.5,16.118809722222224,-0.33414199473902667,"(20, 30]"
1,1,male,45.0,0,0,26.55,S,First,man,True,Southampton,True,0.36885245901639346,67.22612704918032,-0.11167166653646252,"(40, 50]"
0,3,male,40.0,1,1,15.5,Q,Third,man,True,Queenstown,False,0.13544668587896252,12.661632564841499,-0.33414199473902667,"(30, 40]"
0,3,male,36.0,0,0,7.8958,S,Third,man,True,Southampton,True,0.13544668587896252,12.661632564841499,-0.48723782005286725,"(30, 40]"
1,2,female,32.0,0,0,13.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.38447464817852084,"(30, 40]"
0,2,male,19.0,0,0,13.0,S,Second,man,True,Southampton,True,0.1574074074074074,19.74178240740741,-0.38447464817852084,"(10, 20]"
1,3,female,19.0,1,0,7.8542,S,Third,woman,False,Southampton,False,0.5,16.118809722222224,-0.4880753554061005,"(10, 20]"
1,2,male,3.0,1,1,26.0,S,Second,child,False,Southampton,False,0.1574074074074074,19.74178240740741,-0.12274485029315124,"(0, 10]"
1,1,female,44.0,0,0,27.7208,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,-0.08809987827767862,"(40, 50]"
1,1,female,58.0,0,0,146.5208,C,First,woman,False,Cherbourg,True,0.967391304347826,106.69375000000001,2.3037078131670836,"(50, 60]"
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Queenstown,True,0.13544668587896252,12.661632564841499,-0.49017322040145855,"(20, 30]"
0,3,male,42.0,0,1,8.4042,S,Third,man,True,Southampton,False,0.13544668587896252,12.661632564841499,-0.4770021716494118,"(40, 50]"
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Queenstown,True,0.5,16.118809722222224,-0.49017322040145855,"(20, 30]"
0,2,female,24.0,0,0,13.0,S,Second,woman,False,Southampton,True,0.9210526315789473,21.97012105263158,-0.38447464817852084,"(20, 30]"
